gps_point,dbh,type,dead,species
215,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
215,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
215,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
215,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
215,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
215,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
215,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
215,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
215,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
215,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
215,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
215,10,Broadleaves,FALSE,Magnolia obovata Thunb.
215,10,Broadleaves,FALSE,Magnolia obovata Thunb.
215,10,Broadleaves,FALSE,Magnolia obovata Thunb.
215,30,Broadleaves,FALSE,Magnolia obovata Thunb.
215,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
216,30,Q. serata,FALSE,Quercus serrata Murray
216,10,Q. serata,FALSE,Quercus serrata Murray
216,10,Q. serata,FALSE,Quercus serrata Murray
216,10,Q. serata,FALSE,Quercus serrata Murray
216,30,Q. serata,FALSE,Quercus serrata Murray
216,10,Q. serata,FALSE,Quercus serrata Murray
216,30,Q. serata,FALSE,Quercus serrata Murray
216,10,Broadleaves,FALSE,Magnolia obovata Thunb.
216,10,Broadleaves,FALSE,Magnolia obovata Thunb.
216,10,Q. crispula,TRUE,Quercus crispula Blume
216,10,Q. crispula,TRUE,Quercus crispula Blume
216,10,Q. crispula,TRUE,Quercus crispula Blume
216,10,Q. crispula,TRUE,Quercus crispula Blume
216,10,Q. crispula,TRUE,Quercus crispula Blume
216,10,Q. crispula,FALSE,Quercus crispula Blume
216,10,Q. crispula,TRUE,Quercus crispula Blume
216,10,Q. crispula,TRUE,Quercus crispula Blume
216,10,Q. crispula,TRUE,Quercus crispula Blume
216,10,Q. crispula,FALSE,Quercus crispula Blume
216,10,Q. crispula,FALSE,Quercus crispula Blume
216,10,Q. crispula,FALSE,Quercus crispula Blume
217,30,Q. serata,FALSE,Quercus serrata Murray
217,30,Q. serata,FALSE,Quercus serrata Murray
217,30,Q. serata,FALSE,Quercus serrata Murray
217,10,Q. serata,FALSE,Quercus serrata Murray
217,30,Q. serata,FALSE,Quercus serrata Murray
217,30,Q. serata,FALSE,Quercus serrata Murray
217,10,Q. serata,FALSE,Quercus serrata Murray
217,10,Q. serata,FALSE,Quercus serrata Murray
218,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
218,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
218,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
218,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
218,30,Broadleaves,FALSE,Acer sieboldianum Miq.
218,10,Q. crispula,TRUE,Quercus crispula Blume
218,10,Q. crispula,TRUE,Quercus crispula Blume
218,10,Q. crispula,TRUE,Quercus crispula Blume
218,10,Q. crispula,TRUE,Quercus crispula Blume
218,10,Q. crispula,TRUE,Quercus crispula Blume
219,30,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
219,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
219,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
219,10,Q. serata,FALSE,Quercus serrata Murray
219,10,Q. serata,FALSE,Quercus serrata Murray
219,10,Q. serata,TRUE,Quercus serrata Murray
219,30,Q. serata,FALSE,Quercus serrata Murray
219,10,Q. serata,TRUE,Quercus serrata Murray
219,30,Q. serata,TRUE,Quercus serrata Murray
219,10,Q. serata,TRUE,Quercus serrata Murray
219,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
220,30,Q. serata,FALSE,Quercus serrata Murray
220,30,Q. serata,FALSE,Quercus serrata Murray
220,10,Q. serata,FALSE,Quercus serrata Murray
220,10,Q. serata,FALSE,Quercus serrata Murray
220,10,Q. serata,FALSE,Quercus serrata Murray
220,10,Q. serata,FALSE,Quercus serrata Murray
220,30,Broadleaves,FALSE,Magnolia obovata Thunb.
220,10,Broadleaves,FALSE,Magnolia obovata Thunb.
220,30,Q. crispula,TRUE,Quercus crispula Blume
220,10,Q. crispula,TRUE,Quercus crispula Blume
220,10,Q. crispula,TRUE,Quercus crispula Blume
220,10,Q. crispula,TRUE,Quercus crispula Blume
220,10,Q. crispula,TRUE,Quercus crispula Blume
220,30,Q. crispula,TRUE,Quercus crispula Blume
221,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
221,10,Q. serata,FALSE,Quercus serrata Murray
221,10,Q. serata,FALSE,Quercus serrata Murray
221,10,Q. serata,FALSE,Quercus serrata Murray
221,10,Q. serata,FALSE,Quercus serrata Murray
221,10,Q. serata,FALSE,Quercus serrata Murray
221,10,Q. serata,FALSE,Quercus serrata Murray
221,10,Broadleaves,FALSE,Magnolia obovata Thunb.
221,10,Broadleaves,FALSE,Magnolia obovata Thunb.
221,10,Q. crispula,FALSE,Quercus crispula Blume
221,10,Q. crispula,TRUE,Quercus crispula Blume
221,10,Q. crispula,TRUE,Quercus crispula Blume
221,10,Q. crispula,FALSE,Quercus crispula Blume
221,10,Q. crispula,TRUE,Quercus crispula Blume
221,10,Q. crispula,FALSE,Quercus crispula Blume
221,10,Q. crispula,TRUE,Quercus crispula Blume
221,10,Q. crispula,TRUE,Quercus crispula Blume
221,10,Q. crispula,TRUE,Quercus crispula Blume
222,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
222,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
222,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
222,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
222,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
222,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
222,10,Broadleaves,FALSE,Phellodendron amurense Rupr.
222,10,Q. serata,FALSE,Quercus serrata Murray
222,10,Broadleaves,FALSE,Magnolia obovata Thunb.
222,10,Broadleaves,FALSE,Magnolia obovata Thunb.
222,10,Broadleaves,FALSE,Magnolia obovata Thunb.
222,10,Broadleaves,FALSE,Magnolia obovata Thunb.
222,10,Broadleaves,FALSE,Magnolia obovata Thunb.
222,10,Broadleaves,FALSE,Magnolia obovata Thunb.
222,10,Broadleaves,FALSE,Magnolia obovata Thunb.
222,10,Q. crispula,FALSE,Quercus crispula Blume
222,10,Q. crispula,FALSE,Quercus crispula Blume
222,10,Q. crispula,FALSE,Quercus crispula Blume
222,10,Q. crispula,FALSE,Quercus crispula Blume
222,10,Q. crispula,FALSE,Quercus crispula Blume
223,30,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
223,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
223,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
223,30,Q. serata,FALSE,Quercus serrata Murray
223,10,Q. serata,FALSE,Quercus serrata Murray
223,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
223,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
223,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
223,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
223,10,Broadleaves,FALSE,Magnolia obovata Thunb.
223,10,Broadleaves,FALSE,Magnolia obovata Thunb.
224,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
224,30,Q. serata,FALSE,Quercus serrata Murray
224,10,Q. serata,FALSE,Quercus serrata Murray
224,10,Q. crispula,FALSE,Quercus crispula Blume
224,10,Q. crispula,FALSE,Quercus crispula Blume
224,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
225,10,Broadleaves,FALSE,Carpinus laxiflora (Siebold et Zucc.) Blume
225,10,Broadleaves,FALSE,Carpinus laxiflora (Siebold et Zucc.) Blume
225,10,Q. crispula,FALSE,Quercus crispula Blume
225,10,Q. crispula,FALSE,Quercus crispula Blume
225,10,Q. crispula,FALSE,Quercus crispula Blume
225,10,Q. crispula,FALSE,Quercus crispula Blume
225,10,Q. crispula,FALSE,Quercus crispula Blume
225,30,Q. crispula,FALSE,Quercus crispula Blume
225,10,Q. crispula,FALSE,Quercus crispula Blume
225,10,Q. crispula,FALSE,Quercus crispula Blume
225,10,Q. crispula,FALSE,Quercus crispula Blume
226,30,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
226,30,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
226,30,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
226,30,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
226,10,Q. serata,FALSE,Quercus serrata Murray
226,30,Broadleaves,FALSE,Pterocarya rhoifolia Siebold et Zucc.
226,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
226,10,Q. crispula,FALSE,Quercus crispula Blume
227,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
227,30,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
227,30,Q. serata,FALSE,Quercus serrata Murray
227,30,Q. serata,FALSE,Quercus serrata Murray
227,30,Q. serata,FALSE,Quercus serrata Murray
227,10,Q. serata,FALSE,Quercus serrata Murray
227,30,Q. serata,FALSE,Quercus serrata Murray
227,10,Broadleaves,FALSE,Pterocarya rhoifolia Siebold et Zucc.
227,10,Broadleaves,FALSE,Pterocarya rhoifolia Siebold et Zucc.
227,50,Broadleaves,FALSE,Aesculus turbinata Blume
227,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
227,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
228,30,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
228,10,Broadleaves,FALSE,Juglans mandshurica Maxim.  var. sachalinensis (Komatsu) Kitam.
228,10,Broadleaves,FALSE,Juglans mandshurica Maxim.  var. sachalinensis (Komatsu) Kitam.
228,10,Q. serata,FALSE,Quercus serrata Murray
228,30,Q. serata,FALSE,Quercus serrata Murray
228,10,Q. serata,FALSE,Quercus serrata Murray
228,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
229,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
229,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
229,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
229,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
229,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
229,30,Broadleaves,FALSE,Aesculus turbinata Blume
229,10,F. crenata,FALSE,Fagus crenata Blume
229,10,Q. crispula,FALSE,Quercus crispula Blume
229,30,Q. crispula,FALSE,Quercus crispula Blume
229,30,Q. crispula,FALSE,Quercus crispula Blume
229,10,Q. crispula,FALSE,Quercus crispula Blume
229,30,Q. crispula,FALSE,Quercus crispula Blume
229,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
230,50,Q. crispula,TRUE,Quercus crispula Blume
230,10,Q. crispula,FALSE,Quercus crispula Blume
230,30,Q. crispula,TRUE,Quercus crispula Blume
230,30,Q. crispula,FALSE,Quercus crispula Blume
230,10,Q. crispula,FALSE,Quercus crispula Blume
230,30,Q. crispula,TRUE,Quercus crispula Blume
230,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
230,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
230,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
231,30,Q. serata,TRUE,Quercus serrata Murray
231,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
231,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
231,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
231,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
231,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
231,30,Broadleaves,FALSE,Magnolia obovata Thunb.
231,30,Q. crispula,TRUE,Quercus crispula Blume
232,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
232,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
232,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
232,30,Q. crispula,FALSE,Quercus crispula Blume
232,10,Q. crispula,TRUE,Quercus crispula Blume
232,10,Q. crispula,TRUE,Quercus crispula Blume
232,10,Q. crispula,TRUE,Quercus crispula Blume
232,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
232,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
233,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
233,10,Broadleaves,FALSE,Acer rufinerve Siebold et Zucc.
233,30,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
233,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
233,10,Q. serata,FALSE,Quercus serrata Murray
233,30,Broadleaves,FALSE,Magnolia obovata Thunb.
233,30,Broadleaves,FALSE,Magnolia obovata Thunb.
234,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
234,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
234,10,Q. crispula,FALSE,Quercus crispula Blume
234,10,Q. crispula,FALSE,Quercus crispula Blume
234,10,Q. crispula,FALSE,Quercus crispula Blume
235,10,Q. serata,FALSE,Quercus serrata Murray
235,10,Q. serata,FALSE,Quercus serrata Murray
235,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
235,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
235,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
235,10,F. crenata,FALSE,Fagus crenata Blume
235,10,Q. crispula,FALSE,Quercus crispula Blume
235,10,Q. crispula,FALSE,Quercus crispula Blume
236,10,Q. serata,FALSE,Quercus serrata Murray
236,10,Q. serata,FALSE,Quercus serrata Murray
236,10,Q. serata,FALSE,Quercus serrata Murray
236,10,Q. serata,FALSE,Quercus serrata Murray
236,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
236,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
236,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
236,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
236,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
236,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
236,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
236,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
236,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
236,10,Broadleaves,FALSE,Styrax obassia Siebold et Zucc.
236,10,Broadleaves,FALSE,Magnolia obovata Thunb.
236,10,Broadleaves,FALSE,Magnolia obovata Thunb.
236,10,Broadleaves,FALSE,Magnolia obovata Thunb.
237,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
237,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
237,10,Q. serata,TRUE,Quercus serrata Murray
237,10,Q. serata,TRUE,Quercus serrata Murray
237,10,Q. serata,TRUE,Quercus serrata Murray
237,30,Q. serata,FALSE,Quercus serrata Murray
237,30,Broadleaves,FALSE,Magnolia obovata Thunb.
237,10,Q. crispula,TRUE,Quercus crispula Blume
237,10,Q. crispula,TRUE,Quercus crispula Blume
237,10,Q. crispula,TRUE,Quercus crispula Blume
237,10,Q. crispula,TRUE,Quercus crispula Blume
237,10,Q. crispula,TRUE,Quercus crispula Blume
237,10,Q. crispula,FALSE,Quercus crispula Blume
237,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
237,10,Broadleaves,FALSE,Acer amoenum Carriere  var. matsumurae (Koidz.) K.Ogata
238,30,Q. serata,FALSE,Quercus serrata Murray
239,10,Q. serata,FALSE,Quercus serrata Murray
239,30,Q. serata,FALSE,Quercus serrata Murray
239,10,Q. serata,FALSE,Quercus serrata Murray
239,30,Q. serata,FALSE,Quercus serrata Murray
239,10,Q. serata,FALSE,Quercus serrata Murray
239,10,Q. serata,FALSE,Quercus serrata Murray
239,10,Broadleaves,FALSE,Magnolia obovata Thunb.
240,30,Conifer,FALSE,Pinus densiflora Siebold et Zucc.
240,30,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
240,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
240,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
240,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
240,30,Q. serata,FALSE,Quercus serrata Murray
240,10,Q. serata,FALSE,Quercus serrata Murray
240,10,Q. serata,FALSE,Quercus serrata Murray
240,10,Q. serata,FALSE,Quercus serrata Murray
240,10,Q. serata,FALSE,Quercus serrata Murray
240,10,Broadleaves,FALSE,Acer sieboldianum Miq.
240,30,Broadleaves,FALSE,Kalopanax septemlobus (Thunb.) Koidz.
240,10,Q. crispula,FALSE,Quercus crispula Blume
240,10,Q. crispula,FALSE,Quercus crispula Blume
240,10,Q. crispula,FALSE,Quercus crispula Blume
240,10,Q. crispula,FALSE,Quercus crispula Blume
241,30,Conifer,FALSE,Pinus densiflora Siebold et Zucc.
241,10,Conifer,FALSE,Pinus densiflora Siebold et Zucc.
241,10,Q. serata,FALSE,Quercus serrata Murray
241,10,Q. serata,FALSE,Quercus serrata Murray
241,10,Q. serata,FALSE,Quercus serrata Murray
241,10,Q. serata,FALSE,Quercus serrata Murray
241,10,Q. serata,FALSE,Quercus serrata Murray
241,10,Q. serata,FALSE,Quercus serrata Murray
242,10,Q. serata,FALSE,Quercus serrata Murray
242,30,Q. serata,FALSE,Quercus serrata Murray
242,10,Q. serata,FALSE,Quercus serrata Murray
242,10,Q. serata,FALSE,Quercus serrata Murray
242,30,Q. serata,FALSE,Quercus serrata Murray
242,10,Q. serata,FALSE,Quercus serrata Murray
243,10,Q. serata,FALSE,Quercus serrata Murray
243,10,Q. crispula,FALSE,Quercus crispula Blume
243,10,Q. crispula,FALSE,Quercus crispula Blume
243,10,Q. crispula,FALSE,Quercus crispula Blume
246,10,Broadleaves,FALSE,Carpinus laxiflora (Siebold et Zucc.) Blume
246,10,Broadleaves,FALSE,Carpinus laxiflora (Siebold et Zucc.) Blume
246,10,Broadleaves,FALSE,Carpinus laxiflora (Siebold et Zucc.) Blume
246,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
246,10,Broadleaves,FALSE,Cerasus leveilleana (Koehne) H.Ohba
246,10,Broadleaves,FALSE,Aesculus turbinata Blume
246,30,Q. crispula,FALSE,Quercus crispula Blume
246,30,Q. crispula,FALSE,Quercus crispula Blume
246,30,Q. crispula,FALSE,Quercus crispula Blume
246,30,Q. crispula,FALSE,Quercus crispula Blume
246,30,Q. crispula,FALSE,Quercus crispula Blume
246,10,Q. crispula,FALSE,Quercus crispula Blume
246,10,Q. crispula,FALSE,Quercus crispula Blume
246,10,Q. crispula,FALSE,Quercus crispula Blume
246,10,Q. crispula,FALSE,Quercus crispula Blume
246,10,Broadleaves,FALSE,Broadleavess spp.
247,30,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
247,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
247,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
247,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
247,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
247,10,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
247,10,F. crenata,FALSE,Fagus crenata Blume
247,30,F. crenata,FALSE,Fagus crenata Blume
247,10,Broadleaves,FALSE,Magnolia obovata Thunb.
247,30,Broadleaves,FALSE,Magnolia obovata Thunb.
247,30,Q. crispula,FALSE,Quercus crispula Blume
247,30,Q. crispula,FALSE,Quercus crispula Blume
248,10,F. crenata,FALSE,Fagus crenata Blume
248,10,F. crenata,FALSE,Fagus crenata Blume
248,10,F. crenata,FALSE,Fagus crenata Blume
248,30,F. crenata,FALSE,Fagus crenata Blume
248,30,F. crenata,FALSE,Fagus crenata Blume
248,30,Q. crispula,FALSE,Quercus crispula Blume
248,10,Q. crispula,FALSE,Quercus crispula Blume
248,30,Q. crispula,FALSE,Quercus crispula Blume
248,30,Q. crispula,FALSE,Quercus crispula Blume
249,10,Q. serata,FALSE,Quercus serrata Murray
249,30,Q. serata,FALSE,Quercus serrata Murray
249,10,Q. serata,FALSE,Quercus serrata Murray
249,10,Q. serata,FALSE,Quercus serrata Murray
249,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
249,30,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
249,30,F. crenata,FALSE,Fagus crenata Blume
250,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
250,30,Q. serata,FALSE,Quercus serrata Murray
250,10,Q. serata,FALSE,Quercus serrata Murray
250,10,Q. serata,FALSE,Quercus serrata Murray
250,10,Q. serata,FALSE,Quercus serrata Murray
250,10,Q. serata,FALSE,Quercus serrata Murray
250,10,Q. serata,FALSE,Quercus serrata Murray
250,10,Q. serata,FALSE,Quercus serrata Murray
250,30,Q. serata,FALSE,Quercus serrata Murray
250,30,Q. serata,FALSE,Quercus serrata Murray
251,50,Broadleaves,FALSE,Castanea crenata Siebold et Zucc.
251,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
251,30,Broadleaves,FALSE,Magnolia obovata Thunb.
251,30,Q. crispula,FALSE,Quercus crispula Blume
251,50,Q. crispula,FALSE,Quercus crispula Blume
251,10,Q. crispula,FALSE,Quercus crispula Blume
251,10,Q. crispula,FALSE,Quercus crispula Blume
251,30,Q. crispula,FALSE,Quercus crispula Blume
251,30,Q. crispula,FALSE,Quercus crispula Blume
251,30,Q. crispula,FALSE,Quercus crispula Blume
251,10,Q. crispula,FALSE,Quercus crispula Blume
252,30,Q. serata,FALSE,Quercus serrata Murray
252,30,Q. serata,FALSE,Quercus serrata Murray
252,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
252,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
252,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
252,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
252,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
252,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
252,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
252,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
252,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
252,10,C. japonica,FALSE,Cryptomeria japonica (L.f.) D.Don
253,10,Broadleaves,FALSE,Acer pictum Thunb.  subsp. dissectum (Wesm.) H.Ohashi
253,10,Q. crispula,TRUE,Quercus crispula Blume
253,30,Q. crispula,TRUE,Quercus crispula Blume
253,30,Q. crispula,TRUE,Quercus crispula Blume
253,10,Q. crispula,TRUE,Quercus crispula Blume
253,10,Q. crispula,TRUE,Quercus crispula Blume
253,30,Q. crispula,TRUE,Quercus crispula Blume
253,30,Q. crispula,TRUE,Quercus crispula Blume
253,10,Q. crispula,TRUE,Quercus crispula Blume
253,10,Q. crispula,TRUE,Quercus crispula Blume
253,10,Q. crispula,FALSE,Quercus crispula Blume
253,10,Q. crispula,TRUE,Quercus crispula Blume
253,10,Q. crispula,TRUE,Quercus crispula Blume
253,10,Q. crispula,TRUE,Quercus crispula Blume
253,10,Q. crispula,FALSE,Quercus crispula Blume
253,30,Q. crispula,TRUE,Quercus crispula Blume
253,30,Q. crispula,TRUE,Quercus crispula Blume
253,10,Q. crispula,FALSE,Quercus crispula Blume
254,30,F. crenata,FALSE,Fagus crenata Blume
254,30,Q. crispula,FALSE,Quercus crispula Blume
254,10,Q. crispula,FALSE,Quercus crispula Blume
254,10,Q. crispula,FALSE,Quercus crispula Blume
254,10,Q. crispula,FALSE,Quercus crispula Blume
254,30,Q. crispula,FALSE,Quercus crispula Blume
254,30,Q. crispula,TRUE,Quercus crispula Blume
254,10,Q. crispula,FALSE,Quercus crispula Blume
254,30,Q. crispula,TRUE,Quercus crispula Blume
255,30,F. crenata,FALSE,Fagus crenata Blume
255,30,F. crenata,FALSE,Fagus crenata Blume
255,10,F. crenata,FALSE,Fagus crenata Blume
255,30,F. crenata,FALSE,Fagus crenata Blume
255,10,F. crenata,FALSE,Fagus crenata Blume
255,30,Q. crispula,FALSE,Quercus crispula Blume
255,10,Q. crispula,FALSE,Quercus crispula Blume
255,30,Q. crispula,FALSE,Quercus crispula Blume
256,10,F. crenata,FALSE,Fagus crenata Blume
256,30,F. crenata,FALSE,Fagus crenata Blume
256,10,F. crenata,FALSE,Fagus crenata Blume
256,10,F. crenata,FALSE,Fagus crenata Blume
256,10,F. crenata,FALSE,Fagus crenata Blume
256,10,F. crenata,FALSE,Fagus crenata Blume
256,10,F. crenata,FALSE,Fagus crenata Blume
256,10,F. crenata,FALSE,Fagus crenata Blume
256,10,F. crenata,FALSE,Fagus crenata Blume
256,10,F. crenata,FALSE,Fagus crenata Blume
256,10,F. crenata,FALSE,Fagus crenata Blume
256,10,Q. crispula,FALSE,Quercus crispula Blume
256,10,Q. crispula,FALSE,Quercus crispula Blume
256,30,Q. crispula,FALSE,Quercus crispula Blume
256,10,Q. crispula,FALSE,Quercus crispula Blume
256,10,Q. crispula,FALSE,Quercus crispula Blume
257,30,F. crenata,FALSE,Fagus crenata Blume
257,10,F. crenata,FALSE,Fagus crenata Blume
